Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,"(12, 26, 9, False, False, 'SH.512690')",60853.84121981672,2019-06-24,0.16416399999999998,9.99000999000964,2019-07-26,0.17782199999999998,10.821151753390248,810.3306016368576,0.08111409322384945,Long,Closed,0
1,"(12, 26, 9, False, False, 'SH.512690')",52628.01135725881,2019-08-22,0.20520499999999997,10.799531070564626,2019-10-18,0.202797,10.672802819218015,-148.20058523805955,-0.013722872249701153,Long,Closed,1
2,"(12, 26, 9, False, False, 'SH.512690')",47083.35265557866,2019-11-08,0.226226,10.651478537860385,2019-12-05,0.217782,10.253906708037231,-418.47721506960374,-0.03928818084570291,Long,Closed,2
3,"(12, 26, 9, False, False, 'SH.512690')",44838.57976211178,2019-12-27,0.228228,10.233419381946078,2020-02-06,0.184815,8.286842118734688,-1965.0975247132399,-0.19202745938272245,Long,Closed,3
4,"(12, 26, 9, False, False, 'SH.512690')",40302.55106661305,2020-03-02,0.20520499999999997,8.270284991624067,2020-03-16,0.17882099999999998,7.206942484282811,-1078.819734817426,-0.1304452912940718,Long,Closed,4
5,"(12, 26, 9, False, False, 'SH.512690')",34053.827683215975,2020-04-10,0.21121099999999998,7.192542998798672,2020-08-10,0.490509,16.703708963066582,9487.26971230499,1.3190424741135642,Long,Closed,5
6,"(12, 26, 9, False, False, 'SH.512690')",31721.297596088363,2020-08-20,0.525525,16.670334919181187,2020-09-21,0.5684309999999999,18.031368913842105,1326.3322908247428,0.0795624261452834,Long,Closed,6
7,"(12, 26, 9, False, False, 'SH.512690')",29714.652624607686,2020-10-19,0.605605,17.995342202724714,2021-01-27,0.983016,29.20997896443135,11167.431440538658,0.6205734414345987,Long,Closed,7
8,"(12, 26, 9, False, False, 'SH.512690')",26355.198980294663,2021-02-09,1.106105,29.151617368093866,2021-03-02,0.8381609999999999,22.08989993252275,-7112.958952876689,-0.24399877588474858,Long,Closed,8
9,"(12, 26, 9, False, False, 'SH.512690')",25402.2382096818,2021-04-01,0.8678669999999999,22.045764268317726,2021-06-23,1.034964,26.290402066445115,4196.301631788437,0.19034502867374858,Long,Closed,9
10,"(12, 26, 9, False, False, 'SH.512690')",33561.66725795086,2021-09-16,0.781781,26.23787379058558,2021-11-04,0.8971020000000001,30.108238820442235,3814.0189172431265,0.14536310936182917,Long,Closed,10
11,"(12, 26, 9, False, False, 'SH.512690')",32878.49335672287,2021-11-22,0.913913,30.048082499120937,2021-11-23,0.9170820000000001,30.15227444457013,43.991588503768085,0.0014640397937223627,Long,Closed,11
12,"(12, 26, 9, False, False, 'SH.512690')",31644.177022961863,2021-11-24,0.9509499999999999,30.092030139981944,2022-01-04,0.952047,30.12674380217977,-25.50511174796811,-0.0008475703244121613,Long,Closed,12
13,"(12, 26, 9, False, False, 'SH.512690')",35630.50295833435,2022-02-24,0.8438429999999999,30.06655050786503,2022-03-04,0.82917,29.54374413796209,-582.4166645534646,-0.019370917338888634,Long,Closed,13
14,"(12, 26, 9, False, False, 'SH.512690')",37714.80207135501,2022-04-20,0.781781,29.484715678143402,2022-05-13,0.766233,28.898325935540566,-644.7727842191049,-0.021868034654205917,Long,Closed,14
15,"(12, 26, 9, False, False, 'SH.512690')",37860.41425405403,2022-05-16,0.7617609999999999,28.84058702257971,2022-05-19,0.750249,28.404737933689784,-493.0944138489339,-0.017097239160313776,Long,Closed,15
16,"(12, 26, 9, False, False, 'SH.512690')",37262.71782236915,2022-05-27,0.7607599999999999,28.347985210541083,2022-07-20,0.867132,32.311695030746606,3903.050139959769,0.13768351122561684,Long,Closed,16
17,"(12, 26, 9, False, False, 'SH.512690')",42388.054313471206,2022-11-16,0.7607599999999999,32.24713619951217,2022-12-30,0.85,0.0,3750.462830734661,0.11630374888269648,Long,Open,17
18,"(12, 26, 9, False, False, 'SH.510300')",2988.92781073673,2019-06-18,3.3423389999999995,9.99000999000964,2019-07-23,3.495501,10.447800151358049,437.3523512066913,0.0437789703557898,Long,Closed,18
19,"(12, 26, 9, False, False, 'SH.510300')",2908.0147729938717,2019-07-30,3.5855819999999996,10.4269254257797,2019-07-31,3.550446,10.324749418717,-122.92768190840874,-0.011789446734170176,Long,Closed,19
20,"(12, 26, 9, False, False, 'SH.510300')",2924.3825914850877,2019-08-28,3.5235199999999995,10.30412054874796,2019-10-09,3.559437,10.409155598287905,84.32177339133413,0.008183306182454074,Long,Closed,20
21,"(12, 26, 9, False, False, 'SH.510300')",2885.176565054355,2019-10-24,3.6005969999999996,10.38835808460317,2019-11-22,3.5624339999999997,10.278251091352844,-130.77360242812557,-0.012588476577634053,Long,Closed,21
22,"(12, 26, 9, False, False, 'SH.510300')",2723.941429420223,2019-12-17,3.765761999999999,10.257715125135292,2020-02-04,3.48651,9.497049033087903,-780.420856206677,-0.0760813540526456,Long,Closed,22
23,"(12, 26, 9, False, False, 'SH.510300')",2476.099713608743,2020-02-25,3.827823999999999,9.478073910144303,2020-03-16,3.4425540000000003,8.524106973482635,-971.9691175456634,-0.10254922326627304,Long,Closed,23
24,"(12, 26, 9, False, False, 'SH.510300')",2424.7010594878548,2020-04-16,3.5085049999999995,8.507075790717863,2020-06-01,3.6843120000000003,8.933355209883818,408.83898816478126,0.04805869822046739,Long,Closed,24
25,"(12, 26, 9, False, False, 'SH.510300')",2407.8398887745425,2020-06-02,3.7026989999999995,8.915506348324925,2020-06-03,3.694302,8.89528771677957,-38.02942561114302,-0.00426553738232548,Long,Closed,25
26,"(12, 26, 9, False, False, 'SH.510300')",2353.05021700206,2020-06-09,3.7727689999999994,8.877514914147469,2020-08-07,4.4805150000000005,10.542876793030986,1645.941487175164,0.18540565722417715,Long,Closed,26
27,"(12, 26, 9, False, False, 'SH.510300')",2359.9687479412873,2020-08-11,4.458453999999999,10.52181210413255,2020-09-15,4.462533,10.531438416656677,-11.42693799793495,-0.001086023765188272,Long,Closed,27
28,"(12, 26, 9, False, False, 'SH.510300')",2296.0631281376313,2020-10-16,4.577573,10.510396581657915,2020-12-22,4.748247,10.902274859990124,370.4656068901139,0.03524753837896198,Long,Closed,28
29,"(12, 26, 9, False, False, 'SH.510300')",2248.577259115956,2020-12-29,4.838833999999999,10.880492093036082,2021-03-05,5.052942,11.361930472831897,459.19595722893143,0.04220360194212089,Long,Closed,29
30,"(12, 26, 9, False, False, 'SH.510300')",2390.356913195692,2021-04-13,4.743739,11.339229313045507,2021-04-16,4.750245,11.35478097512327,-7.142348210918264,-0.0006298795106560589,Long,Closed,30
31,"(12, 26, 9, False, False, 'SH.510300')",2301.4379603011544,2021-04-28,4.923918999999999,11.33209410004747,2021-06-18,4.913082,11.307153416872316,-47.579930692700366,-0.00419868828061518,Long,Closed,31
32,"(12, 26, 9, False, False, 'SH.510300')",2321.5173833073213,2021-09-13,4.860855999999999,11.284561701751954,2021-09-30,4.722273,10.962838858222815,-343.97024409085185,-0.030481489062831456,Long,Closed,32
33,"(12, 26, 9, False, False, 'SH.510300')",2263.8784339687472,2021-10-22,4.832828,10.940935084279772,2021-11-08,4.706289,10.65446617112434,-308.0643144113758,-0.02815703703918284,Long,Closed,33
34,"(12, 26, 9, False, False, 'SH.510300')",2246.733496289411,2021-11-26,4.732727999999999,10.63317852642649,2021-12-30,4.783212000000001,10.74660262025347,92.04431267999942,0.008656330978666481,Long,Closed,34
35,"(12, 26, 9, False, False, 'SH.510300')",2783.6883528906715,2022-05-25,3.852849,10.725130886745319,2022-07-20,4.193802000000001,11.674237781729605,926.7075263146602,0.08640524167959895,Long,Closed,35
36,"(12, 26, 9, False, False, 'SH.510300')",2879.582720919991,2022-08-26,4.046041999999999,11.650912631315805,2022-08-29,4.012983,11.55571650614567,-118.40275430835229,-0.010162530443331692,Long,Closed,36
37,"(12, 26, 9, False, False, 'SH.510300')",3061.6813857091747,2022-11-16,3.7667629999999996,11.532628161476168,2022-12-29,3.7852110000000003,11.589110059681612,33.36015998240714,0.0028926762846511155,Long,Closed,37
